Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity,norm_name,is_aroma,Aroma Description
Hexanol,RICKEY RUSSET.csv,RICKEY RUSSET,10.7227,210,10.731,70,2135174.8980012974,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,RICKEY RUSSET.csv,RICKEY RUSSET,11.4750833333333,234,11.478,105,3268031.8327577105,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,RICKEY RUSSET.csv,RICKEY RUSSET,12.1020833333333,253,12.102,57,18848704.28708462,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,RICKEY RUSSET.csv,RICKEY RUSSET,13.22745,286,13.243,78,203169.2837839352,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,RICKEY RUSSET.csv,RICKEY RUSSET,13.7322666666667,301,13.732,57,9363979.223167429,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,RICKEY RUSSET.csv,RICKEY RUSSET,18.16945,447,18.182,51,489700.06446216936,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Acetophenone,RICKEY RUSSET.csv,RICKEY RUSSET,19.3269833333333,485,19.336,181,759253.8291503927,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",FORTUS.csv,FORTUS,2.89325,32,2.895,44,2931520.196577614,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,FORTUS.csv,FORTUS,9.33683333333333,166,9.348,76,262657.99185006006,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,FORTUS.csv,FORTUS,9.54903333333333,172,9.542,79,362125.1054787328,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,FORTUS.csv,FORTUS,9.7516,179,9.751,43,175056.9846541162,hexanol,True,"Green, grassy, herbaceous"
Octanal,FORTUS.csv,FORTUS,10.2178333333333,196,10.218,43,5117570.86260813,octanal,True,"Citrus, fruity, green"
Hexanol,FORTUS.csv,FORTUS,10.7258666666667,210,10.731,70,2463594.087098373,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,FORTUS.csv,FORTUS,11.4750333333333,234,11.478,105,1639599.9573070372,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,FORTUS.csv,FORTUS,12.10525,253,12.102,57,21501268.98576213,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,FORTUS.csv,FORTUS,13.7322166666667,301,13.732,57,9350465.244067855,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,FORTUS.csv,FORTUS,19.3333666666667,485,19.336,181,249948.9138232564,acetophenone,True,"Floral, sweet, almond-like"
Octanoic acid,FORTUS.csv,FORTUS,20.48125,524,20.481,60,751332.3361306197,octanoicacid,True,"Fatty, soapy, rancid"
Hexanoic acid,FORTUS.csv,FORTUS,22.13715,582,22.134,105,830451.4939224551,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",AGRIA.csv,AGRIA,2.16973333333333,9,2.157,56,106623.8468173112,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",AGRIA.csv,AGRIA,2.88676666666667,32,2.895,44,1334536.933616924,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,AGRIA.csv,AGRIA,3.30475,46,3.315,44,764549.4717209316,pentanal,True,"Fatty, green, pungent"
Benzaldehyde,AGRIA.csv,AGRIA,9.33897937638422,166,9.348,76,52980.39518640352,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,AGRIA.csv,AGRIA,9.54255,172,9.542,79,102709.6490845056,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,AGRIA.csv,AGRIA,10.2113333333333,196,10.218,43,1701690.3689166915,octanal,True,"Citrus, fruity, green"
Hexanol,AGRIA.csv,AGRIA,10.7174192008557,210,10.731,70,773138.3881164188,hexanol,True,"Green, grassy, herbaceous"
Nonanal,AGRIA.csv,AGRIA,12.0955333333333,253,12.102,57,10344218.332297267,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,AGRIA.csv,AGRIA,13.7225,301,13.732,57,3024816.73755745,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,AGRIA.csv,AGRIA,16.3751666666667,387,16.385,57,1247032.0143449346,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,AGRIA.csv,AGRIA,19.32365,484,19.314,57,47385.7369032415,acetophenone,True,"Floral, sweet, almond-like"
Ethyl hexanoate,AGRIA.csv,AGRIA,21.1113833333333,546,21.114,99,1268983.0302839642,ethylhexanoate,True,"Apple, pineapple, sweet"
"2-Propanone, 1-methoxy-",CAROLINA.csv,CAROLINA,2.17311666666667,10,2.183,45,5457054.95304359,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",CAROLINA.csv,CAROLINA,2.88693333333333,32,2.895,44,1822087.6404451216,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,CAROLINA.csv,CAROLINA,9.33693333333333,166,9.348,76,33423.28089257315,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,CAROLINA.csv,CAROLINA,9.54593333333333,172,9.542,79,77537.87278855519,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,CAROLINA.csv,CAROLINA,9.75493333333333,179,9.751,43,40426.95095597671,hexanol,True,"Green, grassy, herbaceous"
Octanal,CAROLINA.csv,CAROLINA,10.2115166666667,196,10.218,43,1219379.6578332484,octanal,True,"Citrus, fruity, green"
Hexanol,CAROLINA.csv,CAROLINA,10.7195333333333,210,10.731,70,818548.9108392091,hexanol,True,"Green, grassy, herbaceous"
Nonanal,CAROLINA.csv,CAROLINA,12.0925,253,12.102,57,7848254.809693603,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,CAROLINA.csv,CAROLINA,13.7226833333333,301,13.732,57,2025197.863174249,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,CAROLINA.csv,CAROLINA,19.3238166666667,484,19.314,57,72845.69816285682,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",COLOMBA.csv,COLOMBA,2.1771918311642,10,2.183,45,4951333.303430219,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",COLOMBA.csv,COLOMBA,2.89003333333333,32,2.895,44,2723086.523297281,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Heptanal,COLOMBA.csv,COLOMBA,7.951,132,7.959,70,587866.9291216478,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,COLOMBA.csv,COLOMBA,9.34009657462521,166,9.348,76,40882.02221400591,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,COLOMBA.csv,COLOMBA,9.54581666666667,172,9.542,79,151829.19267688604,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,COLOMBA.csv,COLOMBA,10.2114,196,10.218,43,1968341.2427552603,octanal,True,"Citrus, fruity, green"
Hexanol,COLOMBA.csv,COLOMBA,10.7162,210,10.731,70,1231577.4473676274,hexanol,True,"Green, grassy, herbaceous"
Nonanal,COLOMBA.csv,COLOMBA,12.0956,253,12.102,57,10465656.659880262,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,COLOMBA.csv,COLOMBA,13.7225666666667,301,13.732,57,3575702.6318048225,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,COLOMBA.csv,COLOMBA,19.3242068121168,484,19.314,57,54795.14626645893,acetophenone,True,"Floral, sweet, almond-like"
Hexanoic acid,COLOMBA.csv,COLOMBA,22.1339333333333,582,22.134,105,1216458.5378671892,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",CRISPS4ALL.csv,CRISPS4ALL,2.17301666666667,10,2.183,45,6108112.556187334,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",CRISPS4ALL.csv,CRISPS4ALL,2.88681666666667,32,2.895,44,1037048.0327622312,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,CRISPS4ALL.csv,CRISPS4ALL,9.3336,165,9.322,85,14257.426428794688,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,CRISPS4ALL.csv,CRISPS4ALL,9.5426,172,9.542,79,104941.65484394434,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,CRISPS4ALL.csv,CRISPS4ALL,10.2114,196,10.218,43,1567512.5893099303,octanal,True,"Citrus, fruity, green"
Hexanol,CRISPS4ALL.csv,CRISPS4ALL,10.7162,210,10.731,70,993247.142439164,hexanol,True,"Green, grassy, herbaceous"
Nonanal,CRISPS4ALL.csv,CRISPS4ALL,12.0956,253,12.102,57,9297290.313146444,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,CRISPS4ALL.csv,CRISPS4ALL,13.7225666666667,301,13.732,57,2248520.189221301,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,CRISPS4ALL.csv,CRISPS4ALL,19.3237166666667,484,19.314,57,65559.50112235706,acetophenone,True,"Floral, sweet, almond-like"
Hexanoic acid,CRISPS4ALL.csv,CRISPS4ALL,22.1339333333333,582,22.134,105,701333.5368993821,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",DEODARA.csv,DEODARA,2.16943333333333,9,2.157,56,57813.78919903021,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",DEODARA.csv,DEODARA,2.88645,32,2.895,44,1706296.472152758,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,DEODARA.csv,DEODARA,5.29475,89,5.289,56,552759.7698191799,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,DEODARA.csv,DEODARA,9.34533339337578,166,9.348,76,39016.13586610536,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,DEODARA.csv,DEODARA,10.21425,196,10.218,43,1229772.248183376,octanal,True,"Citrus, fruity, green"
Hexanol,DEODARA.csv,DEODARA,10.7256189772497,210,10.731,70,535455.3660561204,hexanol,True,"Green, grassy, herbaceous"
Nonanal,DEODARA.csv,DEODARA,12.0952333333333,253,12.102,57,8539889.531093393,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,DEODARA.csv,DEODARA,13.7222,301,13.732,57,2081774.9692500336,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,DEODARA.csv,DEODARA,19.3265666666667,485,19.336,181,118066.26838184326,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",TETON RUSSET.csv,TETON RUSSET,2.16646666666667,9,2.157,56,58541.2083093846,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",TETON RUSSET.csv,TETON RUSSET,2.88671666666667,32,2.895,44,1478740.3648519097,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,TETON RUSSET.csv,TETON RUSSET,5.28858333333333,89,5.289,56,646032.7495870076,hexanal,True,"Green, grassy, fresh-cut potato"
Heptanal,TETON RUSSET.csv,TETON RUSSET,7.9509,132,7.959,70,480206.3720192873,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,TETON RUSSET.csv,TETON RUSSET,9.33671666666667,166,9.348,76,31436.90949947679,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,TETON RUSSET.csv,TETON RUSSET,10.2112833333333,196,10.218,43,1982557.984897208,octanal,True,"Citrus, fruity, green"
Hexanol,TETON RUSSET.csv,TETON RUSSET,10.7161,210,10.731,70,553599.4833207367,hexanol,True,"Green, grassy, herbaceous"
Nonanal,TETON RUSSET.csv,TETON RUSSET,12.0922666666667,253,12.102,57,11810380.709428,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,TETON RUSSET.csv,TETON RUSSET,13.72245,301,13.732,57,3018490.3826682125,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,TETON RUSSET.csv,TETON RUSSET,16.3751166666667,387,16.385,57,818492.9800292914,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,TETON RUSSET.csv,TETON RUSSET,19.3268166666667,485,19.336,181,101566.7540182481,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",KONDOR.csv,KONDOR,2.16988333333333,9,2.157,56,50933.44164949173,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",KONDOR.csv,KONDOR,2.88691666666667,32,2.895,44,2600282.0107890265,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,KONDOR.csv,KONDOR,5.292,89,5.289,56,702778.650244358,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,KONDOR.csv,KONDOR,9.34273546479431,166,9.348,76,33701.6549893135,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,KONDOR.csv,KONDOR,9.54591666666667,172,9.542,79,104683.6578160856,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,KONDOR.csv,KONDOR,10.2115,196,10.218,43,1263219.486053296,octanal,True,"Citrus, fruity, green"
Hexanol,KONDOR.csv,KONDOR,10.7163,210,10.731,70,654432.0843048983,hexanol,True,"Green, grassy, herbaceous"
Nonanal,KONDOR.csv,KONDOR,12.0956833333333,253,12.102,57,9300171.682544684,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,KONDOR.csv,KONDOR,13.7226666666667,301,13.732,57,2373120.578785081,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,KONDOR.csv,KONDOR,19.3238,484,19.314,57,42755.45305199544,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,KONDOR.csv,KONDOR,20.8896833333333,538,20.887,150,59945.803565433744,3octanone,True,"Mushroom, earthy, fatty"
Hexanoic acid,KONDOR.csv,KONDOR,22.1340333333333,582,22.134,105,976983.2930266706,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",MUSE.csv,MUSE,2.17281666666667,10,2.183,45,5139707.949372045,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",MUSE.csv,MUSE,2.88663333333333,32,2.895,44,2549142.720807146,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,MUSE.csv,MUSE,9.33341666666667,165,9.322,85,17149.173846403868,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,MUSE.csv,MUSE,9.54241666666667,172,9.542,79,135956.56895028954,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,MUSE.csv,MUSE,10.2112,196,10.218,43,1496795.690077609,octanal,True,"Citrus, fruity, green"
Hexanol,MUSE.csv,MUSE,10.7128,209,10.699,92,13339.269169646384,hexanol,True,"Green, grassy, herbaceous"
Nonanal,MUSE.csv,MUSE,12.0954,253,12.102,57,8960530.617668886,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,MUSE.csv,MUSE,13.7223666666667,301,13.732,57,2551357.694800597,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,MUSE.csv,MUSE,19.3235166666667,484,19.314,57,115160.83925632152,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",PARELLA.csv,PARELLA,2.17298333333333,10,2.183,45,7161196.4421763485,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",PARELLA.csv,PARELLA,2.8868,32,2.895,44,2206009.6715440257,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,PARELLA.csv,PARELLA,5.29188333333333,89,5.289,56,670834.8777786633,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,PARELLA.csv,PARELLA,9.34206303418719,166,9.348,76,32522.3468907745,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,PARELLA.csv,PARELLA,9.5458,172,9.542,79,72427.04657254922,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,PARELLA.csv,PARELLA,10.2113833333333,196,10.218,43,1778362.178748647,octanal,True,"Citrus, fruity, green"
Hexanol,PARELLA.csv,PARELLA,10.7194,210,10.731,70,520366.8759260949,hexanol,True,"Green, grassy, herbaceous"
Nonanal,PARELLA.csv,PARELLA,12.0955833333333,253,12.102,57,10490819.238299502,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,PARELLA.csv,PARELLA,13.72255,301,13.732,57,3655461.4722235953,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,PARELLA.csv,PARELLA,16.5199,391,16.533,57,692970.4246622184,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,PARELLA.csv,PARELLA,19.3237,484,19.314,57,39925.45126591212,acetophenone,True,"Floral, sweet, almond-like"
Hexanoic acid,PARELLA.csv,PARELLA,22.1371333333333,582,22.134,105,702473.0297671462,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",ROYAL.csv,ROYAL,2.17047741734271,10,2.183,45,6286099.283933094,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",ROYAL.csv,ROYAL,2.88686666666667,32,2.895,44,1231729.2678691498,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,ROYAL.csv,ROYAL,5.2897625770269,89,5.289,56,951675.4792289227,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,ROYAL.csv,ROYAL,9.33994131530767,166,9.348,76,35671.756595026935,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,ROYAL.csv,ROYAL,9.54586666666667,172,9.542,79,77291.86006999723,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,ROYAL.csv,ROYAL,9.75486666666667,179,9.751,43,41683.27668789262,hexanol,True,"Green, grassy, herbaceous"
Octanal,ROYAL.csv,ROYAL,10.2114333333333,196,10.218,43,1764047.956506823,octanal,True,"Citrus, fruity, green"
Hexanol,ROYAL.csv,ROYAL,10.71625,210,10.731,70,596806.1052822404,hexanol,True,"Green, grassy, herbaceous"
Nonanal,ROYAL.csv,ROYAL,12.0956333333333,253,12.102,57,12400690.05026539,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,ROYAL.csv,ROYAL,13.7226,301,13.732,57,3405669.522337467,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,ROYAL.csv,ROYAL,19.32375,484,19.314,57,56258.14581100366,acetophenone,True,"Floral, sweet, almond-like"
Hexanoic acid,ROYAL.csv,ROYAL,22.1339833333333,582,22.134,105,1611763.034794837,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",CARDYMA.csv,CARDYMA,2.17306666666667,10,2.183,45,8045744.729033032,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",CARDYMA.csv,CARDYMA,3.36596666666667,47,3.38,81,1300938.7822589043,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,CARDYMA.csv,CARDYMA,5.2791,89,5.289,56,2387828.02464338,hexanal,True,"Green, grassy, fresh-cut potato"
Heptanal,CARDYMA.csv,CARDYMA,7.94785,132,7.959,70,611985.6142134374,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,CARDYMA.csv,CARDYMA,9.33045,165,9.322,85,15810.415614109128,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,CARDYMA.csv,CARDYMA,9.75166666666667,179,9.751,43,64151.39586109427,hexanol,True,"Green, grassy, herbaceous"
Octanal,CARDYMA.csv,CARDYMA,10.21145,196,10.218,43,2093724.0074348447,octanal,True,"Citrus, fruity, green"
Hexanol,CARDYMA.csv,CARDYMA,10.729443610586,210,10.731,70,867801.3021879579,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,CARDYMA.csv,CARDYMA,11.46865,234,11.478,105,1230244.8086239856,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,CARDYMA.csv,CARDYMA,12.0924333333333,253,12.102,57,13446501.765046136,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Octanoic acid,CARDYMA.csv,CARDYMA,12.4204,261,12.427,74,498870.62198238703,octanoicacid,True,"Fatty, soapy, rancid"
Decanal,CARDYMA.csv,CARDYMA,13.7194,301,13.732,57,3768902.890242812,decanal,True,"Citrus, fatty, waxy, potato-like"
"2-Propanone, 1-methoxy-",CARDYMA.csv,CARDYMA,14.2853166666667,318,14.288,45,796101.8619554297,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",CARDYMA.csv,CARDYMA,14.3496166666667,320,14.343,71,269496.2875692456,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,CARDYMA.csv,CARDYMA,15.50715,358,15.494,87,790603.0275969619,methylbutanoate,True,"Apple, fruity, sweet"
Tetramethylpyrazine,CARDYMA.csv,CARDYMA,16.3752833333333,387,16.385,57,3339980.7130219643,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Methyl butanoate,CARDYMA.csv,CARDYMA,17.1759166666667,415,17.185,57,720714.0317290655,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,CARDYMA.csv,CARDYMA,19.3269833333333,485,19.336,181,1372355.120172867,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,CARDYMA.csv,CARDYMA,20.8928666666667,538,20.887,150,182012.63372474723,3octanone,True,"Mushroom, earthy, fatty"
"2-Propanone, 1-methoxy-",CECILE.csv,CECILE,2.16955,9,2.157,56,40747.97157910509,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",CECILE.csv,CECILE,2.88658333333333,32,2.895,44,3697019.306815424,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,CECILE.csv,CECILE,5.28986045118674,89,5.289,56,909407.876164155,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,CECILE.csv,CECILE,9.33758412916277,166,9.348,76,53783.83284363252,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,CECILE.csv,CECILE,9.54236666666667,172,9.542,79,115230.50175771106,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,CECILE.csv,CECILE,10.20795,196,10.218,43,1449856.081796561,octanal,True,"Citrus, fruity, green"
Nonanal,CECILE.csv,CECILE,12.09215,253,12.102,57,12595792.040800815,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,CECILE.csv,CECILE,13.7223333333333,301,13.732,57,2122155.3471162627,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,CECILE.csv,CECILE,16.375,387,16.385,57,1050827.618719646,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,CECILE.csv,CECILE,19.3234666666667,484,19.314,57,38176.464048452886,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",FLAMENCO.csv,FLAMENCO,2.89039380320615,32,2.895,44,5678239.957699855,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,FLAMENCO.csv,FLAMENCO,3.30274251766081,46,3.315,44,701977.8411723005,pentanal,True,"Fatty, green, pungent"
"Butanal, 3-methyl-",FLAMENCO.csv,FLAMENCO,4.99818290871182,80,4.999,83,22553.867759881487,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,FLAMENCO.csv,FLAMENCO,9.33676666666667,166,9.348,76,326803.5345337977,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,FLAMENCO.csv,FLAMENCO,9.54255,172,9.542,79,146237.39449550674,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,FLAMENCO.csv,FLAMENCO,10.21135,196,10.218,43,3656354.589371972,octanal,True,"Citrus, fruity, green"
Hexanol,FLAMENCO.csv,FLAMENCO,10.7258,210,10.731,70,885394.1577046519,hexanol,True,"Green, grassy, herbaceous"
Nonanal,FLAMENCO.csv,FLAMENCO,12.0923333333333,253,12.102,57,19546498.40384778,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,FLAMENCO.csv,FLAMENCO,13.7225166666667,301,13.732,57,6085997.356390832,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,FLAMENCO.csv,FLAMENCO,16.3751833333333,387,16.385,57,2893140.138069713,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,FLAMENCO.csv,FLAMENCO,19.3268833333333,485,19.336,181,83676.41303718206,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",HERMES.csv,HERMES,2.16975,9,2.157,56,83062.06969254519,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",HERMES.csv,HERMES,2.88356666666667,32,2.895,44,1601608.274565273,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
"Butanal, 3-methyl-",HERMES.csv,HERMES,4.99740272670968,80,4.999,83,9175.939711074392,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,HERMES.csv,HERMES,9.18930536727129,161,9.196,72,144173.2882024522,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,HERMES.csv,HERMES,9.32713333333333,165,9.322,85,6084.781189066644,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,HERMES.csv,HERMES,9.75156666666667,179,9.751,43,42060.476466668784,hexanol,True,"Green, grassy, herbaceous"
Octanal,HERMES.csv,HERMES,10.21135,196,10.218,43,1313155.117650841,octanal,True,"Citrus, fruity, green"
Hexanol,HERMES.csv,HERMES,10.7192896997955,210,10.731,70,512431.429704907,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,HERMES.csv,HERMES,11.4685666666667,234,11.478,105,629862.2693410618,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,HERMES.csv,HERMES,12.0923333333333,253,12.102,57,9455493.926111098,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,HERMES.csv,HERMES,13.7193166666667,301,13.732,57,2541874.540839763,decanal,True,"Citrus, fatty, waxy, potato-like"
"2-Propanone, 1-methoxy-",HERMES.csv,HERMES,14.2884333333333,318,14.288,45,315765.77037402097,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",HERMES.csv,HERMES,14.3552383310731,320,14.343,71,154945.0806838275,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,HERMES.csv,HERMES,15.50705,358,15.494,87,236777.318225775,methylbutanoate,True,"Apple, fruity, sweet"
Tetramethylpyrazine,HERMES.csv,HERMES,16.3752,387,16.385,57,2619173.615526404,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Methyl butanoate,HERMES.csv,HERMES,17.1758166666667,415,17.185,57,359303.4409559493,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,HERMES.csv,HERMES,19.3301,485,19.336,181,524374.725009359,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,HERMES.csv,HERMES,20.8927666666667,538,20.887,150,112900.699108139,3octanone,True,"Mushroom, earthy, fatty"
Hexanoic acid,HERMES.csv,HERMES,22.5358166666667,597,22.533,129,69355.8405531437,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",NADINE.csv,NADINE,2.1662,9,2.157,56,57366.51421301889,2propanone1methoxy,True,"Solvent, ether-like"
